"gender","gender_other","residence","residence_other","nationality","nationality_other","task_comp_check1","task_comp_check2","task_comp_check3","comp_check_pr1","comp_check_pr1_do","comp_check_pr2","comp_check_pr2_do","comp_check_comp1","comp_check_comp1_do","comp_check_comp2","comp_check_comp2_do","comp_check_comp3","comp_check_comp3_do","comp_check_comp4","comp_check_comp4_do","comp_choice","pract_choice","conf_rank","better_gender_guess","perc_task_gender_pract","perc_gender_comp","risk","calc1","calc2","calc3","calc4","calc5","perc_gen_gender_pract","age","race_ethnicity","race_ethnicity_other","income","education","unclear","condition","task_score","comp_choice_do","pract_count1","pract_count2","pract_count3","pract_count4","pract_count5","pract_count6","pract_count7","pract_count8","pract_count9","pract_count10","pract_count11","pract_count12","task_comp_check_acc","pay_comp_check_acc","n_comp_wrong","total_review_count","id"
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$0|$12",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$0","$.25|$2|$24|$0",NA,NA,"tournament","Yes",50,"Men","Women","Men",10,"Faster","No","Yes","Faster","Women","Men",44,"Black/African-American",NA,"$50,000 to $60,000","Some College","none at all.","control",57,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$.25|$1.20",NA,NA,"$24","$0|$24|$2|$.25",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"piecerate","Yes",50,"Women","Women","Men",3,"Slower","No","Yes","Slower","Men","Women",66,"White/Caucasian",NA,"$10,000 to $20,000","Some College",NA,"pract",35,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
"Woman",NA,"United States",NA,"American",NA,"36","2",NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$24|$.25|$0|$2",NA,NA,"$0","$.25|$2|$24|$0",NA,NA,"piecerate","Yes",40,"Men","Women","Men",1,"Slower","No","Yes","Slower","Women","Women",48,"White/Caucasian",NA,"$20,000 to $30,000","Some College","Everything was clear. Thank you!","control",26,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,144
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$.25|$1.20",NA,NA,"$24","$.25|$2|$24|$0",NA,NA,"$24","$24|$.25|$0|$2","$0","$28|$0|$.25|$2","tournament","Yes",90,"Men","Men","Men",7,"Slower","No","No","Faster","Men","Men",24,"Black/African-American",NA,"$100,000 to $200,00","Some College",NA,"pract",18,"tournament_first",1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,5,145
"Woman",NA,"United States",NA,"American",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,146
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$.25|$1.20",NA,NA,"$24","$2|$24|$0|$.25",NA,NA,"$0","$0|$.25|$24|$2",NA,NA,"tournament","Yes",40,"Women","Women","Men",4,"Slower","No","No","Slower","Men","Women",23,"East Asian",NA,"$70,000 to $80,000","Bachelor's Degree",NA,"control",95,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$1.20|$12|$.25","$14","$0|$1.40|$14|$.25","$24","$24|$2|$.25|$0",NA,NA,"$0","$2|$24|$.25|$0",NA,NA,"piecerate","No",60,"Women","Women","Men",2,"Slower","No","No","Slower","Men","Women",28,"White/Caucasian",NA,"$20,000 to $30,000","Vocational Training","No, thank you","pract",85,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,148
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$.25|$1.20",NA,NA,"$24","$24|$.25|$0|$2",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"piecerate","No",90,"Men","Women","Men",8,"Slower","No","Yes","Slower","Women","Women",27,"White/Caucasian",NA,"$10,000 to $20,000","Graduate Degree","no","pract",89,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$12|$1.20",NA,NA,"$24","$2|$.25|$0|$24",NA,NA,"$0","$.25|$2|$24|$0",NA,NA,"piecerate","No",70,"Men","Women","Men",7,"Slower","No","Yes","Slower","Men","Women",43,"White/Caucasian",NA,"$100,000 to $200,00","Bachelor's Degree",NA,"pract",79,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$.25|$0|$12",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"piecerate","No",30,"Men","Women","Men",3,"Slower","No","Yes","Slower","Women","Women",42,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree",NA,"control",52,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"piecerate","Yes",60,"Women","Women","Men",2,"Slower","No","No","Slower","Men","Women",35,"White/Caucasian",NA,"$40,000 to $50,000","Graduate Degree","Do I actually get the survey bonus for the questions answered correctly?","control",64,"tournament_first",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,152
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$12|$.25",NA,NA,"$24","$.25|$2|$24|$0",NA,NA,"$0","$24|$0|$.25|$2",NA,NA,"piecerate","No",40,"Men","Women","Men",6,"Faster","Yes","Yes","Faster","Men","Women",24,"White/Caucasian",NA,"$70,000 to $80,000","Some College",NA,"control",28,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$.25|$1.20|$0",NA,NA,"$24","$2|$24|$.25|$0",NA,NA,"$0","$2|$.25|$24|$0",NA,NA,"piecerate","Yes",50,"Men","Women","Men",6,"Slower","No","No","Slower","Women","Women",36,"Black/African-American",NA,"$30,000 to $40,000","Some College",NA,"pract",53,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,154
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$0|$12",NA,NA,"$24","$.25|$24|$0|$2",NA,NA,"$0","$0|$24|$.25|$2",NA,NA,"tournament","No",70,"Men","Men","Men",5,"Slower","No","Yes","Slower","Men","Women",30,"White/Caucasian",NA,"$20,000 to $30,000","Some College","no","control",83,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$1.20|$.25",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$0","$24|$0|$.25|$2",NA,NA,"piecerate","Yes",60,"Men","Women","Men",2,"Slower","No","Yes","Slower","Women","Women",25,"White/Caucasian,Black/African-American",NA,"$60,000 to $70,000","Some College",NA,"pract",48,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$0","$.25|$2|$24|$0",NA,NA,"piecerate","No",40,"Men","Women","Men",2,"Slower","No","No","Slower","Men","Women",58,"White/Caucasian",NA,"$10,000 to $20,000","Some College","Just about the 10 cent bonus,","control",32,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$0|$.25",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$.25|$2|$0|$24",NA,NA,"piecerate","Yes",60,"Men","Women","Men",6,"Slower","No","No","Slower","Men","Women",47,"White/Caucasian",NA,"$70,000 to $80,000","Some College","No","pract",56,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$12|$1.20",NA,NA,"$24","$2|$.25|$0|$24",NA,NA,"$0","$0|$24|$.25|$2",NA,NA,"piecerate","Yes",80,"Women","Men","Men",4,"Slower","No","Yes","Slower","Men","Women",28,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree","No","pract",69,"pr_first",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,159
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$12|$1.20|$.25","$14","$1.40|$.25|$0|$14","$24","$.25|$2|$24|$0",NA,NA,"$0","$0|$2|$24|$.25",NA,NA,"piecerate","Yes",40,"Men","Women","Men",3,"Faster","No","Yes","Faster","Women","Women",37,"White/Caucasian,Pacific Islander",NA,"$20,000 to $30,000","High School Diploma","no","pract",45,"pr_first",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,160
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$.25|$12|$1.20",NA,NA,"$24","$.25|$2|$0|$24",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"piecerate","No",70,"Women","Women","Men",6,"Slower","No","No","Slower","Men","Women",31,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree",NA,"pract",68,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$0|$12",NA,NA,"$24","$24|$2|$0|$.25",NA,NA,"$0","$.25|$0|$2|$24",NA,NA,"tournament","Yes",60,"Men","Women","Men",3,"Faster","No","Yes","Faster","Men","Women",28,"White/Caucasian",NA,"$20,000 to $30,000","High School Diploma","No","control",56,"tournament_first",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,162
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$1.20|$0|$12","$14","$.25|$14|$1.40|$0","$2","$.25|$24|$0|$2","$28","$0|$.25|$2|$28","$0","$2|$0|$24|$.25",NA,NA,"piecerate","No",40,"Men","Women","Men",4,"Slower","No","Yes","Slower","Women","Women",33,"Black/African-American",NA,"$50,000 to $60,000","Graduate Degree","Clear and kinda fun! Thank you!","pract",66,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,163
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$12|$.25",NA,NA,"$24","$.25|$24|$2|$0",NA,NA,"$0","$.25|$0|$24|$2",NA,NA,"piecerate","No",60,"Women","Men","Men",6,"Faster","No","Yes","Slower","Men","Men",71,"White/Caucasian",NA,"$40,000 to $50,000","Bachelor's Degree",NA,"pract",40,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$1.20|$.25|$12","$14","$14|$0|$.25|$1.40","$24","$0|$24|$.25|$2",NA,NA,"$0","$24|$0|$2|$.25",NA,NA,"piecerate","Yes",90,"Women","Women","Men",2,"Slower","No","No","Slower","Men","Women",48,"East Asian",NA,"$40,000 to $50,000","Graduate Degree","no","control",49,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,165
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$.25|$12|$1.20|$0","$14","$1.40|$14|$.25|$0","$24","$0|$24|$2|$.25",NA,NA,"$0","$2|$.25|$24|$0",NA,NA,"piecerate","No",50,"Women","Women","Women",5,"Slower","No","No","Slower","Men","Women",63,"Other (please specify)","south asian","$10,000 to $20,000","Graduate Degree",NA,"pract",38,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,166
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$12|$0",NA,NA,"$24","$0|$24|$2|$.25",NA,NA,"$0","$24|$2|$.25|$0",NA,NA,"piecerate","Yes",20,"Women","Women","Men",7,"Slower","No","No","Slower","Men","Women",63,"Black/African-American",NA,"$70,000 to $80,000","Bachelor's Degree","n/a","pract",24,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$.25|$0|$2|$24",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"tournament","No",60,"Men","Women","Men",8,"Slower","No","Yes","Slower","Women","Women",38,"Black/African-American",NA,"$70,000 to $80,000","Graduate Degree",NA,"control",41,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$.25|$12|$0","$14","$.25|$0|$14|$1.40","$24","$.25|$2|$0|$24",NA,NA,"$0","$2|$0|$.25|$24",NA,NA,"piecerate","Yes",50,"Women","Women","Men",5,"Slower","No","Yes","Slower","Women","Women",23,"White/Caucasian",NA,"$10,000 to $20,000","Bachelor's Degree","no","control",46,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,169
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$12|$0|$1.20|$.25","$14","$1.40|$0|$14|$.25","$24","$.25|$0|$24|$2",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"tournament","Yes",70,"Women","Women","Men",5,"Slower","No","Yes","Slower","Men","Women",47,"White/Caucasian",NA,"$20,000 to $30,000","Graduate Degree","No","pract",93,"tournament_first",1,2,2,2,2,2,6,3,4,1,3,2,0,1,1,30,170
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$12|$.25|$0",NA,NA,"$24","$.25|$24|$0|$2",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"piecerate","Yes",40,"Men","Women","Men",4,"Slower","No","Yes","Slower","Women","Women",19,"East Asian",NA,"Less than $10,000","Some College",NA,"control",55,"tournament_first",1,1,1,2,1,2,1,1,1,1,1,1,0,0,0,14,171
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$12|$1.20|$.25|$0","$14","$0|$14|$1.40|$.25","$2","$24|$2|$.25|$0","$28","$28|$0|$2|$.25","$24","$24|$2|$.25|$0",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,172
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pract",NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,173
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$0|$1.20",NA,NA,"$24","$24|$2|$.25|$0",NA,NA,"$0","$0|$24|$.25|$2",NA,NA,"piecerate","No",50,"Men","Women","Men",5,"Slower","No","No","Faster","Women","Women",36,"White/Caucasian",NA,"$80,000 to $90,000","Bachelor's Degree",NA,"control",66,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$0|$2|$.25|$24",NA,NA,"$0","$24|$.25|$2|$0",NA,NA,"tournament","No",70,"Men","Women","Men",8,"Slower","No","Yes","Slower","Women","Women",36,"White/Caucasian",NA,"$50,000 to $60,000","Some College","how do I know if I beat my opponent?","control",77,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$12|$.25",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"tournament","No",80,"Men","Women","Men",7,"Slower","No","No","Slower","Women","Women",33,"Hispanic/Latino",NA,"$60,000 to $70,000","Bachelor's Degree","No, everything was clear.","pract",64,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$0|$24|$.25|$2",NA,NA,"$0","$24|$.25|$0|$2",NA,NA,"piecerate","Yes",50,"Women","Women","Men",8,"Slower","No","No","Slower","Men","Women",59,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree","none","control",27,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$12|$0",NA,NA,"$24","$0|$.25|$2|$24",NA,NA,"$0","$0|$.25|$24|$2",NA,NA,"piecerate","Yes",20,"Men","Women","Men",6,"Slower","No","No","Slower","Men","Women",32,"East Asian",NA,"$30,000 to $40,000","Bachelor's Degree",NA,"control",48,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
"Man",NA,"United States",NA,"American",NA,"46","2",NA,"$0.25","$0|$12|$.25|$1.20","$14","$14|$1.40|$0|$.25","$24","$24|$0|$.25|$2",NA,NA,"$24","$.25|$24|$0|$2","$0","$.25|$0|$28|$2","tournament","Yes",90,"Men","Men","Men",9,"Faster","No","No","Faster","Men","Men",27,"East Asian",NA,"$10,000 to $20,000","Bachelor's Degree",NA,"control",48,"pr_first",2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,179
"Man",NA,"United States",NA,"American",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,180
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$2|$0|$24|$.25",NA,NA,"$0","$0|$.25|$2|$24",NA,NA,"piecerate","No",90,"Men","Women","Men",10,"Slower","No","Yes","Slower","Men","Women",32,"White/Caucasian",NA,"$30,000 to $40,000","Graduate Degree","None","control",93,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$1.20|$.25|$12","$14","$1.40|$0|$.25|$14","$2","$24|$0|$2|$.25","$28","$0|$2|$28|$.25","$24","$0|$24|$2|$.25","$0","$.25|$0|$2|$28","tournament","No",70,"Men","Men","Men",6,"Faster","Yes","Yes","Faster","Men","Men",25,"Hispanic/Latino",NA,"$20,000 to $30,000","Bachelor's Degree",NA,"pract",39,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,182
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$.25|$12|$0","$14","$14|$0|$.25|$1.40","$24","$24|$2|$.25|$0",NA,NA,"$2","$0|$.25|$24|$2","$0","$2|$.25|$28|$0","tournament","No",80,"Men","Women","Men",3,"Slower","No","No","Slower","Men","Women",26,"Hispanic/Latino",NA,"$10,000 to $20,000","Bachelor's Degree",NA,"control",67,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,183
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$.25|$12",NA,NA,"$24","$2|$0|$24|$.25",NA,NA,"$0","$2|$24|$0|$.25",NA,NA,"piecerate","No",70,"Men","Women","Men",5,"Slower","No","No","Slower","Men","Women",28,"White/Caucasian",NA,"$10,000 to $20,000","Some College","no","pract",48,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$1.20|$0|$12",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$.25|$2|$0|$24",NA,NA,"tournament","Yes",70,"Women","Women","Men",7,"Slower","No","No","Faster","Women","Women",41,"White/Caucasian",NA,"$100,000 to $200,00","Graduate Degree",NA,"control",77,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$0|$12|$1.20",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$24","$2|$0|$24|$.25","$0","$28|$2|$.25|$0","piecerate","No",50,"Men","Women","Men",1,"Faster","Yes","Yes","Faster","Men","Men",34,"White/Caucasian",NA,"$20,000 to $30,000","Bachelor's Degree","No.","pract",42,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,186
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$0|$2|$24|$.25",NA,NA,"$0","$0|$2|$.25|$24",NA,NA,"piecerate","No",80,"Women","Women","Men",6,"Slower","No","No","Slower","Men","Women",40,"Black/African-American",NA,"$30,000 to $40,000","Some College",NA,"pract",44,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$24|$2|$0|$.25",NA,NA,"$0","$2|$24|$0|$.25",NA,NA,"piecerate","Yes",40,"Men","Women","Men",3,"Slower","No","No","Slower","Women","Women",35,"White/Caucasian",NA,"$20,000 to $30,000","Bachelor's Degree",NA,"control",46,"tournament_first",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,188
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$0|$.25|$12",NA,NA,"$24","$2|$0|$24|$.25",NA,NA,"$0","$.25|$0|$2|$24",NA,NA,"piecerate","Yes",50,"Men","Women","Men",6,"Faster","No","No","Faster","Women","Women",67,"White/Caucasian",NA,"$10,000 to $20,000","Some College","NO","control",37,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$0.25","$.25|$1.20|$0|$12","$14","$1.40|$14|$0|$.25","$24","$2|$24|$0|$.25",NA,NA,"$24","$24|$2|$.25|$0","$0","$2|$.25|$28|$0","piecerate","No",50,"Men","Men","Men",7,"Faster","No","Yes","Faster","Men","Men",35,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree",NA,"pract",42,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,190
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$.25|$12|$0","$14","$0|$1.40|$.25|$14","$24","$24|$0|$2|$.25",NA,NA,"$24","$.25|$24|$0|$2","$0","$.25|$0|$2|$28","tournament","No",50,"Women","Women","Men",5,"Faster","No","No","Faster","Men","Women",41,"White/Caucasian",NA,"$40,000 to $50,000","Graduate Degree",NA,"control",88,"pr_first",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,191
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$1.20|$.25|$12",NA,NA,"$24","$0|$24|$2|$.25",NA,NA,"$0","$2|$24|$0|$.25",NA,NA,"piecerate","No",60,"Men","Women","Men",8,"Slower","No","No","Slower","Men","Women",33,"White/Caucasian",NA,"$20,000 to $30,000","High School Diploma",NA,"pract",57,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$0|$12|$.25",NA,NA,"$24","$2|$.25|$0|$24",NA,NA,"$0","$24|$0|$2|$.25",NA,NA,"piecerate","No",70,"Men","Women","Men",2,"Slower","No","No","Slower","Women","Women",43,"White/Caucasian",NA,"Less than $10,000","Bachelor's Degree",NA,"pract",81,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$1.20|$12|$.25|$0","$14","$14|$0|$1.40|$.25","$24","$0|$24|$2|$.25",NA,NA,"$24","$24|$0|$.25|$2","$0","$0|$.25|$2|$28","piecerate","No",30,"Women","Women","Men",0,"Faster","No","Yes","Faster","Men","Women",25,"White/Caucasian",NA,"$20,000 to $30,000","High School Diploma",NA,"control",16,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,194
"Man",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$1.20|$0|$.25|$12",NA,NA,"$24","$24|$0|$.25|$2",NA,NA,"$0","$2|$24|$0|$.25",NA,NA,"piecerate","Yes",40,"Men","Men","Men",3,"Slower","No","Yes","Slower","Men","Men",21,"White/Caucasian",NA,"Less than $10,000","High School Diploma",NA,"pract",45,"tournament_first",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,195
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$1.20","$0|$.25|$1.20|$12","$14","$14|$.25|$0|$1.40","$24","$.25|$24|$2|$0",NA,NA,"$0","$2|$24|$0|$.25",NA,NA,"piecerate","Yes",40,"Women","Women","Men",6,"Faster","Yes","Yes","Faster","Women","Women",60,"White/Caucasian,Other (please specify)","Jewish","$10,000 to $20,000","Some College",NA,"pract",25,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,196
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$1.20|$.25",NA,NA,"$24","$24|$2|$.25|$0",NA,NA,"$0","$.25|$0|$2|$24",NA,NA,"piecerate","No",40,"Women","Women","Men",3,"Slower","No","Yes","Slower","Men","Women",32,"Black/African-American",NA,"$50,000 to $60,000","Some College","No.","pract",39,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$.25|$12|$0|$1.20",NA,NA,"$24","$.25|$2|$0|$24",NA,NA,"$2","$.25|$0|$2|$24","$0","$.25|$28|$0|$2","piecerate","Yes",50,"Men","Men","Men",7,"Slower","No","Yes","Slower","Men","Men",49,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree",NA,"control",64,"pr_first",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,198
"Woman",NA,"United States",NA,"American",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,199
"Woman",NA,"United States",NA,"American",NA,"48",NA,NA,"$12","$0|$12|$.25|$1.20",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$2","$0|$2|$24|$.25","$0","$28|$0|$.25|$2","tournament","No",80,"Women","Women","Men",8,"Slower","No","No","Slower","Men","Women",52,"White/Caucasian",NA,"$100,000 to $200,00","Bachelor's Degree","no","control",84,"tournament_first",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,200
