"","Gender","Residence","Nationality","MTurkID","task_comp_check1","task_comp_check2","task_comp_check3","timing_ctrl1a_Page.Submit","timing_ctrl1b_Page.Submit","timing_ctrl2a_Page.Submit","timing_ctrl2b_Page.Submit","timing_ctrl3a_Page.Submit","timing_ctrl3b_Page.Submit","timing_ctrl4a_Page.Submit","timing_ctrl4b_Page.Submit","timing_ctrl5a_Page.Submit","timing_ctrl5b_Page.Submit","prep_timing1a_Page.Submit","prep_timing1b_Page.Submit","prep_timing2a_Page.Submit","prep_timing2b_Page.Submit","prep_timing3a_Page.Submit","prep_timing3b_Page.Submit","prep_timing4a_Page.Submit","prep_timing4b_Page.Submit","prep_timing5a_Page.Submit","prep_timing5b_Page.Submit","prep_timing6a_Page.Submit","prep_timing6b_Page.Submit","prep_timing7a_Page.Submit","prep_timing7b_Page.Submit","prep_timing8a_Page.Submit","prep_timing8b_Page.Submit","prep.timing9a_Page.Submit","prep.timing9b_Page.Submit","prep.timing10a_Page.Submit","prep.timing10b_Page.Submit","prep_timing11_Page.Submit","prep.tming11b_Page.Submit","prep.timing12a_Page.Submit","prep.timing12b_Page.Submit","Comp_check_PR1","comp_check_PR2","Comp_check_comp1","Comp_check_comp2","Comp_check_comp3","Comp_check_comp4","choice_tourn_first2","choice_PR_first2","extra_prep1","extra.prep2","extraprep3","extraprep4","extraprep5","conf_rank","gender_perform","task_gender_prep","gender_compete","risk","preparedness","gen_gender_prep","fatigue_1","fatigue_2","fab_1","fab_2","fab_3","fab_4","fab_5","fab_6","interest","Age","Race.ethnicity","Race.ethnicity_7_TEXT","ownincome","education","unclear","Condition","score_before_task","unlimited_prep_score","taskscore.x","task_comp_check_acc","pay_comp_check_acc","n_comp_wrong","extra_prep_count","comp_choice","total_time","time_qs","perf_fixed","extraprep_count_time","perf_extra","fab","fati","bonus_assn","bonus_qs","percent_rank","conf_accuracy","taskscore.y","PR_pay","taskscore","difference_score","W_L","tourn_payment","combined_pay","total_bonus"
"215","Male","United States","American","AXBUMUA2N1FAC","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.955,3.217,20.82,3.759,30.99,2.885,40.432,3.115,33.672,2.571,40.03,18.229,47.113,3.401,45.509,2.934,36.453,3.081,25.283,3.625,22.999,2.599,66.46,4.09,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",1,"Women","Women","Men",5,"Yes","Women",1,1,4,3,5,5,3,3,7,19,"Black/African-American","","Less than $10,000","High School Diploma","","Prepare",56,NA,25,0,3,3,0,"Piece-rate",484.222,430.716,0.130016066271046,0,NA,3.83333333333333,1,3,0.1,0.0995121951219512,"incorrect",25,2.5,NA,NA,NA,NA,2.5,2.6
"216","Female","United States","American","A1FGKIKJYSL1MI","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.424,4.453,15.264,3.829,22.641,8.321,18.903,5.048,16.84,4.779,19.875,3.834,18.481,4.278,16.838,3.79,18.564,3.097,20.014,3.972,20.279,9.824,22.975,3.532,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.7,"Women","Women","Men",6,"No","Women",2,2,7,3,7,3,3,3,5,58,"White/Caucasian","","$70,000 to $80,000","Bachelor's Degree","","Prepare",55,NA,49,0,3,3,0,"Piece-rate",285.855,227.098,0.242186192744982,0,NA,4.33333333333333,2,3,0.1,0.561951219512195,"incorrect",49,4.9,NA,NA,NA,NA,4.9,5
"217","Female","United States","American","A3AE5Y8ALTIYAS","48","","",20.437,2.868,14.783,1.801,19.033,13.602,27.201,1.885,20.3635,1.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20 ","$14 ","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.4,"Women","Women","Men",3,"No","Women",2,2,6,6,3,5,6,5,6,34,"Hispanic/Latino","","Less than $10,000","Some College","","Control",2,NA,32,0,4,4,0,"Piece-rate",123.3745,101.8175,0.0196429886807278,0,NA,5.16666666666667,2,1,0,0.212682926829268,"incorrect",32,3.2,NA,NA,NA,NA,3.2,3.2
"218","Male","United States","American","A2H8HVANGF4A58 ","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,0.92,11.951,0.998,14.808,3.544,18.272,1.524,14.283,1.33,14.361,1.184,18.76,1.198,17.511,1.214,17.402,1.092,19.29,3.793,18.061,1.186,20.101,1.152,"$1.20 ","$14 ","$24 ","","$0 ","","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","Yes","No","","","",0.7,"Men","Men","Men",6,"No","Men",5,5,7,2,2,1,2,6,6,28,"White/Caucasian","","$60,000 to $70,000","Bachelor's Degree","","Prepare",57,41,49,0,4,4,1,"Tournament",211.835,192.7,0.295796574987026,120,0.341666666666667,3.33333333333333,5,3,0.1,0.561951219512195,"incorrect",NA,NA,49,-10,"win",9.8,9.8,9.9
"219","Female","United States","American","A2GFU1QB3HGIX7","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.846,4.483,6.647,0.478,6.748,0.602,19.363,1.199,11.819,1.159,11.269,0.746,14.575,0.859,11.758,0.949,12.79,0.542,13.319,1.923,10.302,0.823,15.401,1.832,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.6,"Women","Women","Men",7,"No","Women",2,2,3,3,2,2,3,2,6,25,"White/Caucasian","","$40,000 to $50,000","Some College","","Prepare",49,NA,66,0,3,3,0,"Piece-rate",160.432,144.837,0.338311343096032,0,NA,2.5,2,4,0.1,0.817560975609756,"correct",66,6.6,NA,NA,NA,NA,6.6,6.7
"220","Male","United States","American","A1Q17PBGMZCVZP","48","","",26.767,4.016,18.795,4.473,16.846,4.392,16.901,8.949,19.82725,2.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",1,"Men","Women","Men",7,"No","Women",2,2,5,5,2,5,5,5,7,36,"White/Caucasian","","$20,000 to $30,000","Vocational Training","nope, i enjoyed it, all good here","Control",5,NA,33,0,3,3,0,"Piece-rate",123.05525,99.13625,0.0504356378216848,0,NA,4.5,2,3,0.1,0.229268292682927,"incorrect",33,3.3,NA,NA,NA,NA,3.3,3.4
"221","Female","United States","American","A18JQFU6QCTI6G","48","","",31.822,7.957,25.131,3.982,29.423,3.71,24.081,3.984,27.61425,3.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0,"Men","Men","Men",1,"No","Men",4,2,6,5,3,4,5,6,5,69,"White/Caucasian","","$10,000 to $20,000","High School Diploma","no","Control",4,11,14,0,3,3,1,"Piece-rate",161.67525,138.07125,0.0289705496256462,120,0.0916666666666667,4.83333333333333,3,4,0.1,0.0214634146341463,"correct",14,1.4,NA,NA,NA,NA,1.4,1.5
"222","Female","United States","American","A1BAEFJ2OG7NJ0","48","","",5.785,3.835,23.017,3.496,23.5,2.518,18.613,2.619,17.72875,3.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20 ","$14 ","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.2,"Women","Men","Men",0,"No","Women",2,2,2,2,3,3,2,2,1,59,"White/Caucasian","","$30,000 to $40,000","Some College","yeah, sorry, on the counting zeros test, I though the first was an example, and didn't count or answer","Control",2,NA,57,0,4,4,0,"Piece-rate",104.58275,88.64375,0.0225622223789043,0,NA,2.33333333333333,2,2,0,0.705365853658537,"correct",57,5.7,NA,NA,NA,NA,5.7,5.7
"223","Male","United States","American","A38SQ8KCQ1GR06","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.608,2.018,12.088,2.317,15.421,1.731,13.549,1.89,11.266,2.121,24.52,4.319,14.635,1.875,16.115,2.25,13.244,2.125,12.35,1.783,9.513,2.018,18.1,8.556,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.5,"Men","Women","Men",2,"No","Women",2,2,6,7,1,2,7,7,6,26,"White/Caucasian","","$60,000 to $70,000","Bachelor's Degree","","Prepare",55,NA,62,0,3,3,0,"Piece-rate",205.412,172.409,0.319008868446543,0,NA,5,2,3,0.1,0.771707317073171,"correct",62,6.2,NA,NA,NA,NA,6.2,6.3
"224","Male","United States","American","A19ED8FYO6CA36","48","","",14.469,13.341,11.948,1.35,12.132,1.267,11.864,1.235,12.60325,7.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.9,"Men","Women","Men",0,"No","Women",1,1,5,6,7,6,5,2,7,42,"White/Caucasian","","$20,000 to $30,000","High School Diploma","","Control",5,NA,61,0,3,3,0,"Piece-rate",87.35125,63.01625,0.0793446134925515,0,NA,5.16666666666667,1,4,0,0.758048780487805,"incorrect",61,6.1,NA,NA,NA,NA,6.1,6.1
"225","Male","United States","American","A1U3I75OPL8UZA","36","2","",19.269,4.804,16.84,2.093,22.601,1.518,16.257,2.122,18.74175,30.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$2 ","$0 ","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0.4,"Women","Women","Men",6,"No","Women",4,4,7,5,2,2,4,5,6,50,"White/Caucasian","","$40,000 to $50,000","High School Diploma","","Control",4,18,19,1,4,5,1,"Piece-rate",134.26075,93.70875,0.0426854482639028,120,0.15,4.16666666666667,4,4,0,0.0478048780487805,"incorrect",19,1.9,NA,NA,NA,NA,1.9,1.9
"226","Male","United States","American","A20MTF556VSCYE","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.052,3.202,19.435,3.553,22.717,11.64,21.876,3.086,22.58,4.149,23.811,3.136,54.067,4.14,28.881,6.163,28.471,2.913,21.833,3.51,20.975,8.359,36.583,3.496,"$1.20 ","$14 ","$24 ","","$24 ","$0 ","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","","Yes","No","","","",0.4,"Men","Men","Men",6,"No","Men",4,4,4,5,4,4,4,5,6,25,"Native American","","$60,000 to $70,000","Bachelor's Degree","nothing","Prepare",55,31,34,0,5,5,1,"Tournament",382.628,325.281,0.169084576104968,120,0.258333333333333,4.33333333333333,4,1,0.1,0.248780487804878,"incorrect",NA,NA,34,-6,"win",6.8,6.8,6.9
"227","Female","United States","American","A2X3FSFHV5GHJU","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.26,3.788,32.823,10.439,21.802,5.889,22.732,3.695,22.946,4.229,24.145,8.1,23.812,4.085,27.427,5.919,19.972,4.933,23.22,6.384,27.771,7.623,25.75,5.094,"$12 ","","$24 ","","$0 ","","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","Yes","No","","","",0.6,"Women","Women","Men",8,"No","Women",3,3,2,1,2,2,1,2,6,54,"White/Caucasian","","$100,000 to $200,00","Graduate Degree","no","Prepare",56,38,39,0,3,3,1,"Tournament",361.838,291.66,0.192004388671741,120,0.316666666666667,1.66666666666667,3,3,0.1,0.343414634146341,"incorrect",NA,NA,NA,NA,NA,NA,0,0.1
"228","Female","United States","American","A1B6EGCM2DNDPC","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.018,2.519,21.26,2.161,22.87,2.892,20.366,1.969,18.664,1.922,16.45,1.526,21.128,2.373,17.864,4.031,19.091,4.071,16.635,2.077,22.375,2.047,38.688,10.795,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.2,"Women","Women","Women",3,"No","Women",1,1,1,1,3,1,1,1,6,38,"White/Caucasian","","$50,000 to $60,000","Some College","no","Prepare",56,35,52,0,3,3,1,"Piece-rate",286.792,248.409,0.225434666215797,120,0.291666666666667,1.33333333333333,1,4,0.1,0.616585365853659,"correct",52,5.2,NA,NA,NA,NA,5.2,5.3
"229","Female","United States","American","A231Y7KF1NTWOE","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.906,1.443,26.664,1.897,27.087,1.243,26.158,1.471,36.385,1.834,28.27,1.31,27.772,1.653,33.995,2.712,26.669,1.138,15.338,3.779,17.44,1.587,31.63,1.569,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.3,"Women","Women","Men",0,"No","Men",5,5,2,1,1,6,1,5,7,41,"Hispanic/Latino","","$20,000 to $30,000","Some College","","Prepare",56,NA,25,0,3,3,0,"Piece-rate",327.95,306.314,0.182818937430219,0,NA,2.66666666666667,5,3,0.1,0.0995121951219512,"incorrect",25,2.5,NA,NA,NA,NA,2.5,2.6
"230","Female","United States","American","ABQ1B3GQ8AOTH","48","","",20.284,8.014,20.746,3.138,27.862,14.637,20.338,12.259,22.3075,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.3,"Women","Women","Men",3,"No","Women",1,1,2,3,2,2,2,1,7,61,"White/Caucasian","","$40,000 to $50,000","Bachelor's Degree","","Control",3,NA,28,0,3,3,0,"Piece-rate",152.6555,111.5375,0.026896783592962,0,NA,2,1,1,0,0.145365853658537,"incorrect",28,2.8,NA,NA,NA,NA,2.8,2.8
"231","Male","United States","American","AZ6MBTZWPZK08","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.213,2.024,15.46,1.573,20.947,8.667,18.992,1.942,20.273,4.35,24.224,7.033,19.873,5.019,23.755,2.281,32.921,1.585,16.68,1.598,19.789,3.608,30.376,2.448,"$1.20 ","$14 ","$24 ","","$2 ","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.7,"Men","Women","Men",6,"No","Women",3,3,7,6,5,4,6,7,7,58,"White/Caucasian","","Less than $10,000","Bachelor's Degree","NO","Prepare",57,45,56,0,5,5,1,"Piece-rate",299.631,257.503,0.221356644388609,120,0.375,5.83333333333333,3,3,0.1,0.689756097560976,"incorrect",56,5.6,NA,NA,NA,NA,5.6,5.7
"232","Male","United States","American","A3D7Y2AUUNQHNX","48","","",18.343,2.29,18.021,1.862,17.616,1.121,16.543,1.307,17.63075,1.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.7,"Women","Women","Men",7,"No","Women",4,4,3,4,2,3,3,4,5,24,"White/Caucasian","","$30,000 to $40,000","Graduate Degree","","Control",2,NA,48,0,3,3,0,"Piece-rate",96.21775,88.15375,0.0226876338215901,0,NA,3.16666666666667,4,4,0,0.536585365853659,"incorrect",48,4.8,NA,NA,NA,NA,4.8,4.8
"233","Female","United States","American","A3HE4R2OHAB2PN","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.755,4.403,27.007,5.002,21.517,7.404,30.587,4.732,21.673,2.843,24.714,6.548,19.951,3.922,19.708,6.712,18.271,2.14,98.451,2.698,23.688,4.322,27.829,6.29,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.1,"Women","Men","Women",0,"No","Women",2,2,5,2,3,3,2,2,3,30,"White/Caucasian","","$80,000 to $90,000","Bachelor's Degree","","Prepare",57,NA,37,0,3,3,0,"Piece-rate",402.167,345.151,0.165145110400955,0,NA,2.83333333333333,2,4,0.1,0.309268292682927,"correct",37,3.7,NA,NA,NA,NA,3.7,3.8
"234","Female","United States","American","A1CY7IOJ9YH136","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.825,4.311,7.938,3.365,10.552,5.96,12.711,1.932,13.123,8.18,15.497,7.143,12.039,2.66,11.421,2.259,12.781,6.867,9.933,2.664,13.311,11.035,20.019,7.593,"$1.20 ","$14 ","$24 ","","$0 ","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","","Yes","No","","","",0.8,"Women","Women","Men",3,"No","Women",2,2,3,3,3,5,3,3,7,50,"White/Caucasian","","$20,000 to $30,000","Bachelor's Degree","no","Prepare",56,60,77,0,4,4,1,"Tournament",211.119,147.15,0.380564050288821,120,0.5,3.33333333333333,2,4,0.1,0.903414634146342,"correct",NA,NA,77,10,"win",15.4,15.4,15.5
"235","Female","United States","American","A2T675UCHNTSSW","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.648,2.035,11.277,1.983,12.35,1.982,15.678,6.936,15.774,2.806,12.652,2.16,24.981,4.024,18.169,2.535,30.979,4.564,11.255,1.879,47.384,5.466,23.2,7.379,"$1.20 ","$14 ","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.5,"Men","Women","Men",5,"No","Women",2,2,5,3,4,3,3,3,6,49,"White/Caucasian","","$60,000 to $70,000","Bachelor's Degree","NO","Prepare",55,NA,44,0,4,4,0,"Piece-rate",277.096,233.347,0.235700480400434,0,NA,3.5,2,3,0.1,0.460487804878049,"incorrect",44,4.4,NA,NA,NA,NA,4.4,4.5
"236","Female","United States","American","A3GR67CRG4SLB6","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.51,5.813,15.568,9.275,14.841,5.071,16.246,9.256,12.697,2.171,11.724,10.583,18.787,7.443,14.946,5.103,13.641,5.513,17.07,12.666,15.294,2.523,22.293,11.116,"$1.20 ","$14 ","$0 ","$28 ","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0.7,"Women","Women","Men",6,"No","Women",2,2,5,4,5,4,5,5,6,49,"White/Caucasian","","$40,000 to $50,000","Some College","","Prepare",55,79,86,0,5,5,1,"Piece-rate",272.15,185.617,0.296309066518692,120,0.658333333333333,4.66666666666667,2,4,0.1,0.94439024390244,"correct",86,8.6,NA,NA,NA,NA,8.6,8.7
"237","Male","United States","American","A1UFO1AZZYRGHX","48","","",19.545,5.554,13.573,1.374,19.93,1.231,13.753,1.308,16.70025,2.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$24 ","$0 ","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","No","","","","",1,"Men","Women","Men",8,"No","Women",2,2,2,2,1,2,2,4,7,48,"Other (please specify)","Italian","$100,000 to $200,00","Bachelor's Degree","","Control",4,NA,38,0,4,4,0,"Tournament",95.16025,83.50125,0.0479034744988847,0,NA,2.16666666666667,2,2,0.1,0.325853658536585,"incorrect",NA,NA,NA,NA,NA,NA,0,0.1
"238","Female","United States","American","AG8PCITDPLLKU","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.601,3.787,8.866,3.766,9.901,3.514,15.958,3.125,10.527,6.366,10.734,4.21,16.621,4.513,12.531,2.374,10.148,3.211,11.778,4.936,11.771,6.273,19.401,4.059,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","No","","","","",0.5,"Women","Women","Men",4,"No","Women",2,2,5,5,4,4,4,3,7,38,"White/Caucasian","","$10,000 to $20,000","Some College","","Prepare",57,NA,60,0,3,3,0,"Piece-rate",196.971,146.837,0.388185539067129,0,NA,4.16666666666667,2,2,0.1,0.739512195121952,"correct",60,6,NA,NA,NA,NA,6,6.1
"239","Female","United States","American","A1NL9UGIN9BVS9","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.275,1.384,12.73,2.419,12.023,1.329,116.889,3.958,12.034,1.237,16.964,0.912,15.552,1.199,18.896,1.424,12.696,1.087,11.533,1.154,10.962,0.963,19.118,1.214,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.5,"Women","Women","Men",5,"No","Women",2,2,2,2,1,3,2,3,6,32,"White/Caucasian","","$30,000 to $40,000","Some College","","Prepare",57,NA,56,0,3,3,0,"Piece-rate",286.952,268.672,0.212154597427346,0,NA,2.16666666666667,2,4,0.1,0.689756097560976,"correct",56,5.6,NA,NA,NA,NA,5.6,5.7
"240","Male","United States","American","A3LLNXE2WHVXMP","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.972,1.483,15.123,2.408,23.45,3.319,21.2,3.4,20.745,2.509,29.011,3.748,24.368,5.83,25.088,2.36,17.246,3.305,17.474,2.866,20.262,2.403,28.094,2.591,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.3,"Women","Women","Men",6,"No","Women",2,2,4,3,5,3,3,4,7,38,"Black/African-American","","$70,000 to $80,000","Some College","no","Prepare",56,47,41,0,3,3,1,"Piece-rate",290.255,254.033,0.220443800608582,120,0.391666666666667,3.66666666666667,2,3,0.1,0.389268292682927,"correct",41,4.1,NA,NA,NA,NA,4.1,4.2
"241","Female","United States","American","A3QF21THT0BI9A","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.057,1.617,15.031,4.092,13.784,2.512,19.879,3.035,18.521,7.31,18.326,2.228,18.848,2.63,16.361,4.8,14.426,1.889,13.976,2.142,16.066,6.881,24.194,1.736,"$12 ","","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.7,"Women","Women","Men",1,"No","Women",7,7,3,4,2,2,4,5,7,25,"Black/African-American","","Less than $10,000","Some College","","Prepare",55,60,63,0,3,3,1,"Piece-rate",242.341,201.469,0.272994852806139,120,0.5,3.33333333333333,7,2,0.1,0.783414634146342,"correct",63,6.3,NA,NA,NA,NA,6.3,6.4
"242","Male","United States","American","AFZ7Z5FOWM9VN","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.704,3.085,11.413,4.716,9.409,2.094,12.477,4.853,11.385,2.749,16.395,5.209,17.052,24.392,15.32,7.471,13.489,4.987,9.1,2.736,8.811,11.712,24.323,8.755,"$12 ","","$24 ","","$0 ","","Tournament (where you will earn $.20 for every problem solved correctly only if you win)","","Yes","No","","","",0.7,"Women","Women","Men",7,"No","Women",5,5,5,5,4,3,4,5,7,27,"Black/African-American,Hispanic/Latino","","$30,000 to $40,000","Some College","","Prepare",57,42,67,0,3,3,1,"Tournament",239.637,156.878,0.363339665217558,120,0.35,4.33333333333333,5,1,0,0.825365853658537,"correct",NA,NA,NA,NA,NA,NA,0,0
"243","Female","United States","American","A2ZWXN6HL12IZ4","48","","",28.969,2.791,27.685,1.526,18.477,1.24,14.5,1.154,22.40775,1.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","Yes","No","","","",0.4,"Men","Women","Men",3,"No","Women",2,2,2,2,3,3,2,3,7,34,"White/Caucasian","","$30,000 to $40,000","Some College","","Control",3,37,56,0,3,3,1,"Piece-rate",120.37475,112.03875,0.0267764501121264,120,0.308333333333333,2.5,2,4,0.1,0.689756097560976,"correct",56,5.6,NA,NA,NA,NA,5.6,5.7
"244","Male","United States","American","A33364ORTSKBUU","48","","",27.043,4.213,18.573,1.399,18.003,1.531,17.47,1.911,20.27225,1.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.6,"Women","Women","Men",5,"No","Women",3,3,5,1,3,4,1,4,6,36,"White/Caucasian","","$100,000 to $200,00","Graduate Degree","","Control",5,NA,26,0,3,3,0,"Piece-rate",111.74725,101.36125,0.0493285155816449,0,NA,3,3,2,0.1,0.115121951219512,"incorrect",26,2.6,NA,NA,NA,NA,2.6,2.7
"245","Male","United States","American","A3D8O2MXLJNVHC","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.513,1.812,12.454,2.262,14.635,6.316,12.465,3.403,11.677,1.931,10.558,2.716,16.761,1.802,16.508,3.683,15.31,3.642,12.539,2.96,22.258,2.516,20.25,2.078,"$12 ","","$24 ","","$0 ","","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.7,"Men","Women","Men",3,"No","Women",2,2,6,7,7,6,6,4,7,39,"White/Caucasian","","$100,000 to $200,00","Bachelor's Degree","","Prepare",57,NA,73,0,3,3,0,"Piece-rate",211.049,175.928,0.323996180255559,0,NA,6,2,3,0.1,0.880975609756098,"correct",73,7.3,NA,NA,NA,NA,7.3,7.4
"246","Male","United States","American","ATHS9GUME1XCA","48","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.246,2.178,32.598,4.298,33.7,1.569,28.369,2.066,25.272,5.527,34.8,2.138,41.972,1.902,68.524,1.792,34.75,2.221,33.751,1.848,29.123,2.679,55.428,2.557,"$12 ","","$24 ","","$24 ","$0 ","Piece-rate (where you will earn $.10 for every problem solved correctly)","","No","","","","",0.8,"Men","Women","Women",4,"No","Women",2,2,6,6,2,2,6,6,6,54,"White/Caucasian","","$30,000 to $40,000","Less than a high school degree","","Prepare",57,NA,21,0,4,4,0,"Piece-rate",471.308,440.533,0.129388717757807,0,NA,4.66666666666667,2,3,0,0.0565853658536585,"incorrect",21,2.1,NA,NA,NA,NA,2.1,2.1
"247","Female","United States","American","A2G7XPM051Q1XB","48","","",18.37,7.678,16.47,2.584,16.049,2.062,14.735,3.049,16.406,2.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20 ","$14 ","$24 ","","$0 ","","","Piece-rate (where you will earn $.10 for every problem solved correctly)","Yes","No","","","",0.1,"Men","Women","Men",1,"No","Women",3,3,3,3,3,2,2,2,3,48,"White/Caucasian","","$30,000 to $40,000","High School Diploma","no","Control",4,14,12,0,4,4,1,"Piece-rate",99.684,82.03,0.0487626478117762,120,0.116666666666667,2.5,3,2,0.1,0.015609756097561,"incorrect",12,1.2,NA,NA,NA,NA,1.2,1.3
