"workerId","task_score","gender","gender_other","task_comp_check1","task_comp_check2","task_comp_check3","task_comp_check_acc","practice_problems_binary","perc_practice_all","perc_practice_men","perc_practice_women","conf_rank","better_gender_guess","perc_task_gender_pract","perc_gender_comp_F","perc_gender_comp_M","risk","perc_gen_gender_pract","age","education","condition","extra_practice_rounds_count","practice_nonempty","fraud","Q_RecaptchaScore","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RelevantIDFraudScore","total_pract_time","Finished","perceived_pract_dev","perceived_pract_dev_F","perceived_pract_dev_M"
"AH4F86UVP4C54",7,"Man",NA,"48",NA,NA,0,"Yes",80,80,80,30,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","3","Women prepare more than men",25,"Bachelor's degree (BA, BS, etc)","piecerate",2,20,0,1,NA,0,0,134.433,TRUE,-13.2869815391992,-13.2869815391992,-13.2869815391992
"A12HLLXWOQJ14Q",5,"Man",NA,"48",NA,NA,0,"No",60,50,0,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","8","There is no difference in how much men and women prepare",69,"Some college (1-4 years, no degree)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,60,0,50
"A3UQ9R1VDVVQKR",15,"Man",NA,"48",NA,NA,0,"No",100,100,100,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","7","There is no difference in how much men and women prepare",33,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,0,0,0.899999976158142,NA,0,5,0,TRUE,100,100,100
"A1X9JOMBRKX9RP",8,"Woman",NA,"48",NA,NA,0,"No",90,90,90,90,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","9","Men prepare more than women",34,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,90,90,90
"A2RT88YOU8VHKO",8,"Man",NA,"48",NA,NA,0,"No",50,50,0,30,"Women correctly solved more multiplication problems than men","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","3","There is no difference in how much men and women prepare",56,"Some college (1-4 years, no degree)","tournament",0,0,0,1,NA,0,0,0,TRUE,50,0,50
"A34B9L8N0Q7LEG",11,"Man",NA,"48",NA,NA,0,"Yes",90,40,90,70,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","2","There is no difference in how much men and women prepare",37,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,10,0,NA,NA,0,0,49.972,TRUE,28.5039558858787,28.5039558858787,-21.4960441141213
"A1IZ4NX41GKU4X",9,"Man",NA,"48",NA,NA,0,"Yes",10,10,10,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","5","Men prepare more than women",29,"Bachelor's degree (BA, BS, etc)","tournament",0,2,0,0.899999976158142,NA,0,0,21.558,TRUE,-46.0537041476864,-46.0537041476864,-46.0537041476864
"AGTPZWBX99OUA",7,"Woman",NA,"48",NA,NA,0,"No",10,20,40,100,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","4","Women prepare more than men",47,"Some college (1-4 years, no degree)","tournament",0,0,0,0.899999976158142,NA,0,5,0,TRUE,10,40,20
"AK3JMCIGU8MLU",13,"Woman",NA,"48",NA,NA,0,"Yes",80,80,0,100,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","1","Women prepare more than men",37,"Some college (1-4 years, no degree)","tournament",0,10,0,0.800000011920929,NA,0,0,45.986,TRUE,18.5039558858787,-61.4960441141213,18.5039558858787
"A2VZBQLSFZC519",12,"Woman",NA,"48",NA,NA,0,"Yes",70,70,60,70,"Women correctly solved more multiplication problems than men","Men were more likely to practice/study than women","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","6","There is no difference in how much men and women prepare",24,"Some college (1-4 years, no degree)","tournament",2,30,1,1,TRUE,83,0,143.72,TRUE,-27.6024934068569,-37.6024934068569,-27.6024934068569
"A3RMCVCQKIYV21",2,"Man",NA,"48",NA,NA,0,"Yes",90,80,70,80,"Men correctly solved more multiplication problems than women","Men were more likely to practice/study than women","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","10","Men prepare more than women",37,"Bachelor's degree (BA, BS, etc)","tournament",1,20,1,0.899999976158142,TRUE,90,5,316.773,TRUE,-3.28698153919923,-23.2869815391992,-13.2869815391992
"A3IYUN2EWCO16R",9,"Man",NA,"48",NA,NA,0,"No",50,60,50,20,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",32,"Associate's degree (including occupational or academic degrees)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,50,50,60
"A2BKJWXMXTBQ0",17,"Man",NA,"48",NA,NA,0,"No",10,100,100,80,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","9","Women prepare more than men",31,"Doctorate degree (PhD, EdD, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,10,100,100
"APGSP31O5701E",7,"Woman",NA,"48",NA,NA,0,"Yes",30,40,0,30,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose each payment scheme equally","5","Women prepare more than men",33,"Bachelor's degree (BA, BS, etc)","tournament",1,20,0,0.899999976158142,NA,0,0,135.632,TRUE,-63.2869815391992,-93.2869815391992,-53.2869815391992
"A3M0L33TPD346S",7,"Man",NA,"48",NA,NA,0,"No",70,60,50,60,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",40,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,70,50,60
"A3SGVL69ZBJ9CP",19,"Man",NA,"48",NA,NA,0,"Yes",30,40,20,60,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","Women prepare more than men",41,"Professional school degree (MD, DDC, JD, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,26.595,TRUE,-31.4960441141213,-41.4960441141213,-21.4960441141213
"A2O0B9KWB7RSTO",4,"Woman",NA,"48",NA,NA,0,"Yes",10,10,100,0,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",53,"Bachelor's degree (BA, BS, etc)","piecerate",0,1,0,1,NA,0,0,15.025,TRUE,-45.7660033565092,44.2339966434908,-45.7660033565092
"A1SYADW28R07Y5",6,"Man",NA,"48",NA,NA,0,"No",100,100,100,10,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",29,"Some college (1-4 years, no degree)","tournament",0,0,1,0.400000005960464,NA,0,0,0,TRUE,100,100,100
"A140YK07NHCPOF",11,"Woman",NA,"48",NA,NA,0,"Yes",10,10,10,30,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","7","There is no difference in how much men and women prepare",52,"Some college (1-4 years, no degree)","piecerate",0,4,0,1,NA,0,0,15.501,TRUE,-47.3483577079837,-47.3483577079837,-47.3483577079837
"A1NO6ZM4D7A6AB",18,"Man",NA,"28",2,NA,1,"Yes",60,70,40,30,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","4","Women prepare more than men",30,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,30.652,TRUE,-1.49604411412132,-21.4960441141213,8.50395588587868
"A31USOVE4ZIOCE",13,"Man",NA,"48",NA,NA,0,"No",90,80,80,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","7","Women prepare more than men",22,"Some college (1-4 years, no degree)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,90,80,80
"AQ3SD64NIM8TG",12,"Woman",NA,"48",NA,NA,0,"Yes",30,30,30,60,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","5","Women prepare more than men",53,"Associate's degree (including occupational or academic degrees)","tournament",0,5,0,1,NA,0,0,17.706,TRUE,-28.1155598177895,-28.1155598177895,-28.1155598177895
"AGRQAFDCB6WTN",14,"Woman",NA,"48",NA,NA,0,"Yes",50,80,100,40,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose each payment scheme equally","8","There is no difference in how much men and women prepare",62,"Associate's degree (including occupational or academic degrees)","piecerate",0,10,0,0.899999976158142,NA,0,0,33.901,TRUE,-11.4960441141213,38.5039558858787,18.5039558858787
"A68J20100VW4W",11,"Woman",NA,"48",NA,NA,0,"Yes",10,100,20,10,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","Women prepare more than men",64,"Bachelor's degree (BA, BS, etc)","piecerate",0,5,0,0.899999976158142,NA,0,0,18.736,TRUE,-48.1155598177895,-38.1155598177895,41.8844401822105
"A11H31X2XJH13N",12,"Man",NA,"48",NA,NA,0,"Yes",0,0,70,70,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","Women prepare more than men",23,"Bachelor's degree (BA, BS, etc)","tournament",1,20,0,0.899999976158142,NA,0,0,100.512,TRUE,-93.2869815391992,-23.2869815391992,-93.2869815391992
"A1FVN2XHM4BF6X",5,"Woman",NA,"48",NA,NA,0,"Yes",50,50,30,30,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","8","Women prepare more than men",35,"Professional school degree (MD, DDC, JD, etc)","tournament",0,0,0,1,NA,0,0,7.297,TRUE,50,30,50
"A2J6S7QR4CGXTW",12,"Man",NA,"48",NA,NA,0,"No",100,100,100,20,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Women prepare more than men",37,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,0,1,0.899999976158142,NA,0,85,0,TRUE,100,100,100
"A3KK5FKG3L0Q66",11,"Woman",NA,"48",NA,NA,0,"No",30,60,20,30,"Women correctly solved more multiplication problems than men","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","Women prepare more than men",27,"High school graduate (diploma)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,30,20,60
"AECV3VVANUKNO",8,"Woman",NA,"48",NA,NA,0,"Yes",90,80,90,40,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","5","Women prepare more than men",53,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,33.153,TRUE,28.5039558858787,28.5039558858787,18.5039558858787
"ANNK11Y08X9LY",5,"Woman",NA,"48",NA,NA,0,"Yes",60,70,0,0,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","4","There is no difference in how much men and women prepare",55,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,10,0,1,NA,0,0,141.14,TRUE,-1.49604411412132,-61.4960441141213,8.50395588587868
"A2G7TP0C5413ZU",14,"Man",NA,"48",NA,NA,0,"No",100,100,100,60,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","6","Women prepare more than men",27,"High school graduate (diploma)","piecerate",0,0,0,0.800000011920929,NA,0,0,0,TRUE,100,100,100
"A1EX655HLB0NS4",16,"Man",NA,"48",NA,NA,0,"No",50,60,40,80,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","5","Women prepare more than men",47,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.800000011920929,NA,0,0,0,TRUE,50,40,60
"A14NPQJGNAS03F",7,"Woman",NA,"48",NA,NA,0,"No",10,60,30,60,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",48,"Some college (1-4 years, no degree)","piecerate",0,0,0,1,NA,0,0,0,TRUE,10,30,60
"A2SHOFSQGLTOCE",6,"Man",NA,"48",NA,NA,0,"Yes",50,50,0,40,"Men correctly solved more multiplication problems than women","Men were more likely to practice/study than women","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","4","Men prepare more than women",42,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,NA,NA,0,0,78.186,TRUE,-11.4960441141213,-61.4960441141213,-11.4960441141213
"A1MIS0MBOG63OO",5,"Woman",NA,"48",NA,NA,0,"Yes",10,90,10,10,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","6","Women prepare more than men",40,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,74.901,TRUE,-51.4960441141213,-51.4960441141213,28.5039558858787
"A2RJH6BNYH39I7",11,"Woman",NA,"48",NA,NA,0,"Yes",70,50,0,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","5","There is no difference in how much men and women prepare",27,"Bachelor's degree (BA, BS, etc)","piecerate",1,20,0,1,NA,0,0,120.372,TRUE,-23.2869815391992,-93.2869815391992,-43.2869815391992
"AZVWH7V65BL5W",10,"Woman",NA,"48",NA,NA,0,"Yes",70,70,60,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","There is no difference in how much men and women prepare",27,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,51.046,TRUE,8.50395588587868,-1.49604411412132,8.50395588587868
"AG6VQZK2PX05T",6,"Woman",NA,"48",NA,NA,0,"Yes",50,40,70,40,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","7","Women prepare more than men",64,"Associate's degree (including occupational or academic degrees)","tournament",0,10,0,1,NA,0,0,83.333,TRUE,-11.4960441141213,8.50395588587868,-21.4960441141213
"A3CZNWMYPM3P6E",11,"Man",NA,"48",NA,NA,0,"No",50,50,0,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","5","Women prepare more than men",26,"High school graduate (diploma)","piecerate",0,0,0,1,NA,0,0,0,TRUE,50,0,50
"ADWPNK84KYXXU",7,"Woman",NA,"48",NA,NA,0,"No",100,100,100,0,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","4","Women prepare more than men",28,"Associate's degree (including occupational or academic degrees)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A3HXEV518E9PZQ",7,"Woman",NA,"48",NA,NA,0,"No",100,100,100,60,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose each payment scheme equally","6","Women prepare more than men",85,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,0,0,1,NA,0,15,0,TRUE,100,100,100
"A321WQIFK10UV3",6,"Woman",NA,"48",NA,NA,0,"Yes",10,50,0,10,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","9","Women prepare more than men",69,"Some college (1-4 years, no degree)","piecerate",0,10,0,1,NA,0,0,88.695,TRUE,-51.4960441141213,-61.4960441141213,-11.4960441141213
"A74IW1OD4R9QS",18,"Woman",NA,"48",NA,NA,0,"Yes",50,0,40,50,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","8","Women prepare more than men",39,"Associate's degree (including occupational or academic degrees)","tournament",1,20,0,0.899999976158142,NA,0,0,65.378,TRUE,-43.2869815391992,-53.2869815391992,-93.2869815391992
"A2EOMP0EJUE36Q",16,"Man",NA,"48",NA,NA,0,"Yes",50,50,20,30,"Women correctly solved more multiplication problems than men","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","8","There is no difference in how much men and women prepare",26,"Some college (1-4 years, no degree)","tournament",0,10,0,1,NA,0,0,25.22,TRUE,-11.4960441141213,-41.4960441141213,-11.4960441141213
"A1ROXYH1B9NFLH",6,"Woman",NA,"48",NA,NA,0,"No",30,50,30,10,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","2","Women prepare more than men",39,"Some college (1-4 years, no degree)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,30,30,50
"A1LSQXRX64F90G",5,"Man",NA,"48",NA,NA,0,"Yes",60,70,70,40,"Men correctly solved more multiplication problems than women","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","6","Men prepare more than women",50,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,1,NA,0,0,68.101,TRUE,-1.49604411412132,8.50395588587868,8.50395588587868
"AEH29A6H16ANF",13,"Woman",NA,"48",NA,NA,0,"No",0,0,70,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","5","There is no difference in how much men and women prepare",40,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,1,NA,0,0,0,TRUE,0,70,0
"A1KMK9WUK5ALU5",10,"Woman",NA,"48",NA,NA,0,"Yes",40,50,40,40,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","5","There is no difference in how much men and women prepare",22,"Associate's degree (including occupational or academic degrees)","piecerate",1,20,0,0.800000011920929,NA,0,5,89.94,TRUE,-53.2869815391992,-53.2869815391992,-43.2869815391992
"A1IJ56N5Z4TT46",17,"Man",NA,"48",NA,NA,0,"No",100,100,100,70,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","6","There is no difference in how much men and women prepare",59,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A1WA2RD08L4243",15,"Woman",NA,"48",NA,NA,0,"Yes",40,30,0,60,"Men correctly solved more multiplication problems than women","Men were more likely to practice/study than women","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","Women prepare more than men",42,"Bachelor's degree (BA, BS, etc)","tournament",1,20,0,0.899999976158142,NA,0,0,54.321,TRUE,-53.2869815391992,-93.2869815391992,-63.2869815391992
"A2S3JDPIXPOKEM",6,"Man",NA,"48",NA,NA,0,"Yes",50,70,40,50,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","4","Women prepare more than men",77,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,10,0,0.899999976158142,NA,0,0,60.788,TRUE,-11.4960441141213,-21.4960441141213,8.50395588587868
"A3I41ZTM8VR30X",13,"Man",NA,"48",NA,NA,0,"Yes",60,60,50,50,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose piece rate more often than tournament","6","There is no difference in how much men and women prepare",23,"Bachelor's degree (BA, BS, etc)","piecerate",1,6,0,0.899999976158142,NA,0,0,29.512,TRUE,0.661711819707506,-9.33828818029249,0.661711819707506
"A3RF20H5MA4OZ1",12,"Woman",NA,"48",NA,NA,0,"Yes",60,40,50,30,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","10","There is no difference in how much men and women prepare",57,"High school graduate (diploma)","piecerate",1,20,0,0.800000011920929,NA,0,0,68.538,TRUE,-33.2869815391992,-43.2869815391992,-53.2869815391992
"A3TEUFO8SAKD1E",11,"Woman",NA,"48",NA,NA,0,"Yes",40,40,40,30,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","3","Women prepare more than men",52,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,1,NA,0,0,88.284,TRUE,-21.4960441141213,-21.4960441141213,-21.4960441141213
"A1MOZ5G9FQCVQQ",6,"Man",NA,"48",NA,NA,0,"No",40,40,40,30,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","4","Women prepare more than men",37,"Some college (1-4 years, no degree)","tournament",0,0,0,1,NA,0,0,0,TRUE,40,40,40
"A1MF8IRLW6YRF7",10,"Man",NA,"48",NA,NA,0,"No",100,100,100,40,"Men correctly solved more multiplication problems than women","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Men prepare more than women",55,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,1,0.400000005960464,NA,0,0,0,TRUE,100,100,100
"AY0BJCGY2DHIX",6,"Woman",NA,"48",NA,NA,0,"No",100,100,100,10,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","2","There is no difference in how much men and women prepare",62,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A6AMYERTGZC3Z",24,"Man",NA,"48",NA,NA,0,"No",10,100,20,70,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose each payment scheme equally","1","Women prepare more than men",39,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,10,20,100
"A1FVJU0SRTY7H6",7,"Man",NA,"48",NA,NA,0,"Yes",10,10,20,10,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","4","Women prepare more than men",41,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,34.934,TRUE,-51.4960441141213,-41.4960441141213,-51.4960441141213
"A014297063OPPUEBTOLM",11,"Woman",NA,"48",NA,NA,0,"No",100,100,100,0,"Women correctly solved more multiplication problems than men","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","1","Women prepare more than men",49,"High school graduate (GED)","piecerate",0,0,0,NA,NA,NA,NA,0,TRUE,100,100,100
"A294YZNIEHEIKO",11,"Woman",NA,"48",NA,NA,0,"Yes",50,50,0,60,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose each payment scheme equally","5","Women prepare more than men",60,"Bachelor's degree (BA, BS, etc)","piecerate",0,10,0,NA,NA,0,0,26.862,TRUE,-11.4960441141213,-61.4960441141213,-11.4960441141213
"A255TQAF514QL6",20,"Man",NA,"48",NA,NA,0,"No",10,30,10,0,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","7","Women prepare more than men",30,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,10,10,30
"A3CTPF03CRIP67",6,"Man",NA,"48",NA,NA,0,"No",100,100,100,30,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","5","There is no difference in how much men and women prepare",30,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,100,100,100
"A3D5248VL6YI8H",6,"Woman",NA,"48",NA,NA,0,"No",80,80,80,80,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","10","There is no difference in how much men and women prepare",32,"High school graduate (diploma)","piecerate",0,0,0,1,NA,0,0,0,TRUE,80,80,80
"A2NU2WSXNFQMPC",5,"Man",NA,"48",NA,NA,0,"No",90,90,90,90,"Men correctly solved more multiplication problems than women","Men were more likely to practice/study than women","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","9","Women prepare more than men",42,"Bachelor's degree (BA, BS, etc)","tournament",0,0,1,0.800000011920929,TRUE,90,5,0,TRUE,90,90,90
"AX0OJ3C9YQJ8R",12,"Woman",NA,"48",NA,NA,0,"Yes",50,50,60,70,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose each payment scheme equally","4","Women prepare more than men",34,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,1,NA,0,0,37.078,TRUE,-11.4960441141213,-1.49604411412132,-11.4960441141213
"A391UNZPWPIU8E",16,"Woman",NA,"48",NA,NA,0,"Yes",70,40,30,70,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Women prepare more than men",18,"High school graduate (diploma)","tournament",0,10,0,0.899999976158142,NA,0,0,21.082,TRUE,8.50395588587868,-31.4960441141213,-21.4960441141213
"A59FWH71S6UFZ",6,"Woman",NA,"48",NA,NA,0,"Yes",50,80,30,100,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose piece rate more often than tournament","5","Women prepare more than men",33,"Bachelor's degree (BA, BS, etc)","tournament",2,30,0,1,NA,0,0,188.617,TRUE,-47.6024934068569,-67.6024934068569,-17.6024934068569
"AR95C0P53AFWJ",12,"Woman",NA,"48",NA,NA,0,"No",100,100,100,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","5","Women prepare more than men",55,"High school graduate (diploma)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
