"gender","residence","residence_other","nationality","nationality_other","task_comp_check1","task_comp_check2","task_comp_check3","timing_ctrl1q","timing_ctrl1a","timing_ctrl2q","timing_ctrl2a","timing_ctrl3q","timing_ctrl3a","timing_ctrl4q","timing_ctrl4a","timing_ctrl5q","timing_ctrl5a","timing_prep1q","timing_prep1a","timing_prep2q","timing_prep2a","timing_prep3q","timing_prep3a","timing_prep4q","timing_prep4a","timing_prep5q","timing_prep5a","timing_prep6q","timing_prep6a","timing_prep7q","timing_prep7a","timing_prep8q","timing_prep8a","timing_prep9q","timing_prep9a","timing_prep10q","timing_prep10a","timing_prep11q","timing_prep11a","timing_prep12q","timing_prep12a","comp_check_pr1","comp_check_pr1_do","comp_check_pr2","comp_check_pr2_do","comp_check_comp1","comp_check_comp1_do","comp_check_comp2","comp_check_comp2_do","comp_check_comp3","comp_check_comp3_do","comp_check_comp4","comp_check_comp4_do","comp_choice","conf_rank","better_gender_guess","perc_task_gender_pract","perc_gender_comp","risk","preparedness","perc_gen_gender_pract","fatigue_1","fatigue_2","fab_1","fab_2","fab_3","fab_4","fab_5","fab_6","fab_do","interest","age","race_ethnicity","race_ethnicity_other","income","education","unclear","Gender...1274","condition","score_before_task","unlimited_prep_score","task_score","comp_choice_do","bonus_task","task_comp_check_acc","pay_comp_check_acc","n_comp_wrong","extra_prep_count","pract_choice","practice_nonempty","fati","fab"
"Woman","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.599,1.825,19.436,6.601,12.295,2.85,15.852,3.02,25.567,1.734,16.753,2.446,20.769,1.461,23.253,1.789,32.586,1.933,11.417,2.163,16.027,1.532,15.052,3.643,"$1.20","$12|$.25|$0|$1.20","$14","$.25|$1.40|$0|$14","$2","$2|$.25|$0|$24","$28","$2|$0|$.25|$28","$24","$0|$.25|$2|$24","$0","$.25|$2|$0|$28","tournament",70,"Women","Women","Men",4,"No","Women",2,2,2,2,6,6,1,2,"To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",7,34,"White/Caucasian",NA,"$40,000 to $50,000","Graduate Degree",NA,1,"pract",56,50,44,"tournament_first",8.8,0,3,3,1,"Yes",53,2,3.16666666666667
"Man","United States",NA,"American",NA,"48",NA,NA,13.372,2.296,14.724,1.038,15.753,1.084,13.25,1.455,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$0|$12|$1.20|$.25",NA,NA,"$24","$2|$24|$.25|$0",NA,NA,"$0","$.25|$24|$0|$2",NA,NA,"piecerate",80,"Women","Women","Men",3,"No","Women",2,2,5,3,5,4,4,2,"Being a top scholar of math requires a special aptitude that just can’t be taught.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.",6,40,"White/Caucasian",NA,"$60,000 to $70,000","Graduate Degree",NA,0,"control",5,NA,89,"pr_first",8.9,0,0,0,0,"No",0,2,3.83333333333333
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.417,1.656,184.009,1.688,19.817,1.661,20.508,8.121,42.361,1.732,57.959,1.699,41.23,172.587,33.837,1.735,20.655,1.763,13.134,1.78,31.252,62.057,21.544,2.628,"$0.25","$.25|$0|$12|$1.20","$14","$14|$1.40|$.25|$0","$24","$2|$24|$.25|$0",NA,NA,"$0.25","$.25|$2|$24|$0","$0","$.25|$2|$0|$28","tournament",30,"Men","Men","Women",6,"No","Men",5,3,3,2,2,2,5,1,"If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|Being a top scholar of math requires a special aptitude that just can’t be taught.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.",7,24,"White/Caucasian",NA,"$10,000 to $20,000","Vocational Training",NA,0,"pract",54,NA,15,"tournament_first",0,0,2,2,0,"No",0,4,2.5
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.285,1.271,9.868,1.8,48.049,75.9,27.913,1.453,10.215,2.163,10.724,42.333,26.296,1.936,19.801,1.545,33.263,8.995,11.465,1.836,11.587,2.166,24.238,1.919,"$12","$12|$0|$1.20|$.25",NA,NA,"$24","$24|$2|$0|$.25",NA,NA,"$2","$.25|$2|$24|$0","$0","$28|$2|$0|$.25","piecerate",50,"Women","Women","Men",3,"No","Women",6,6,3,5,3,1,3,3,"Being a top scholar of math requires a special aptitude that just can’t be taught.|With the right amount of effort and dedication, anyone can become a top scholar in math.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|People who are successful in math are very different from ordinary people.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.",6,27,"Hispanic/Latino",NA,"$50,000 to $60,000","Bachelor's Degree",NA,0,"pract",57,NA,52,"tournament_first",5.2,0,1,1,0,"No",0,6,3
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.195,6.553,22.282,2.473,19.877,2.944,32.895,3.58,23.657,2.544,30.26,2.507,31.768,2.753,49.233,5.356,30.671,3.312,21.405,2.658,37.336,2.205,45.131,3.236,"$0.25","$.25|$12|$1.20|$0","$14","$1.40|$.25|$14|$0","$2","$24|$0|$.25|$2","$28","$0|$28|$.25|$2","$2","$0|$24|$2|$.25","$0","$28|$0|$.25|$2","piecerate",80,"Men","Men","Men",9,"Yes","Men",7,6,6,5,3,2,7,7,"Being a top scholar of math requires a special aptitude that just can’t be taught.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|With the right amount of effort and dedication, anyone can become a top scholar in math.|People who are successful in math are very different from ordinary people.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",6,27,"Black/African-American",NA,"$40,000 to $50,000","Bachelor's Degree","good servey",0,"pract",57,48,21,"pr_first",2.1,0,3,3,2,"Yes",48,6.5,5
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.259,4.658,15.112,1.345,18.628,2.483,24.437,1.943,14.047,1.696,18.261,1.392,25.174,2.244,28.729,2.722,19.186,1.44,17.212,1.786,21.763,2.188,36.872,2.672,"$12","$.25|$1.20|$0|$12",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$.25|$24|$2|$0",NA,NA,"piecerate",60,"Women","Women","Men",7,"No","Women",3,2,3,3,3,3,2,2,"People who are successful in math are very different from ordinary people.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|With the right amount of effort and dedication, anyone can become a top scholar in math.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|Being a top scholar of math requires a special aptitude that just can’t be taught.",5,40,"White/Caucasian",NA,"$50,000 to $60,000","Graduate Degree","no",0,"pract",57,NA,45,"pr_first",4.5,0,0,0,0,"No",0,2.5,2.66666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,20.664,7.491,22.953,2.762,20.464,7.922,20.17,2.445,NA,4.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20","$1.20|$12|$.25|$0","$14","$0|$1.40|$.25|$14","$24","$.25|$2|$0|$24",NA,NA,"$24","$0|$24|$2|$.25","$0","$0|$.25|$2|$28","piecerate",40,"Women","Women","Men",0,"No","Women",3,3,3,2,3,3,3,1,"If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|With the right amount of effort and dedication, anyone can become a top scholar in math.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",6,55,"White/Caucasian",NA,"$10,000 to $20,000","Vocational Training",NA,1,"control",5,18,30,"tournament_first",3,0,2,2,1,"Yes",20,3,2.5
"Man","United States",NA,"American",NA,"48",NA,NA,40.071,2.906,27.931,1.1,28.377,1.858,38.614,1.703,NA,1.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$24|$0|$2|$.25",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"tournament",70,"Women","Women","Men",6,"No","Women",5,5,5,4,3,4,4,5,"If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|People who are successful in math are very different from ordinary people.|Being a top scholar of math requires a special aptitude that just can’t be taught.|With the right amount of effort and dedication, anyone can become a top scholar in math.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",5,40,"Hispanic/Latino",NA,"$70,000 to $80,000","Bachelor's Degree",NA,0,"control",5,133,80,"tournament_first",16,0,0,0,2,"Yes",137,5,4.16666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,58.929,6.952,21.885,3.578,23.575,3.616,17.272,3.491,NA,5.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20","$.25|$1.20|$0|$12","$14","$.25|$14|$0|$1.40","$24","$0|$.25|$2|$24",NA,NA,"$0","$2|$.25|$24|$0",NA,NA,"piecerate",10,"Women","Women","Women",5,"No","Women",5,5,5,6,2,5,5,4,"To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|With the right amount of effort and dedication, anyone can become a top scholar in math.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|People who are successful in math are very different from ordinary people.|Being a top scholar of math requires a special aptitude that just can’t be taught.",5,54,"Black/African-American",NA,"Less than $10,000","Some College",NA,1,"control",5,32,39,"tournament_first",3.9,0,1,1,1,"Yes",34,5,4.5
"Woman","United States",NA,"American",NA,"48",NA,NA,25.132,18.182,3.424,2.201,25.352,22.786,4.787,21.148,NA,5.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$.25|$12|$1.20|$0",NA,NA,"$24","$.25|$24|$0|$2",NA,NA,"$0","$24|$0|$.25|$2",NA,NA,"piecerate",20,"Women","Women","Men",3,"No","Women",6,5,3,2,3,4,2,3,"People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|Being a top scholar of math requires a special aptitude that just can’t be taught.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.",1,22,"Black/African-American",NA,"Less than $10,000","High School Diploma","no",1,"control",1,19,38,"pr_first",3.8,0,0,0,1,"Yes",22,5.5,2.83333333333333
"Woman","United States",NA,"American",NA,"48",NA,NA,14.103,3.61,13.802,2.022,15.213,1.6,10.152,1.407,NA,10.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20","$0|$1.20|$12|$.25","$14","$0|$1.40|$.25|$14","$24","$.25|$0|$24|$2",NA,NA,"$0","$0|$.25|$24|$2",NA,NA,"piecerate",70,"Men","Women","Men",6,"No","Women",2,2,5,5,5,5,5,4,"To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|With the right amount of effort and dedication, anyone can become a top scholar in math.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.",3,37,"White/Caucasian",NA,"$50,000 to $60,000","Bachelor's Degree",NA,1,"control",5,32,52,"tournament_first",5.2,0,1,1,1,"Yes",35,2,4.83333333333333
"Woman","United States",NA,"American",NA,"18","2",NA,33.618,10.989,100.171,22.103,31.075,1.949,8.944,16.688,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1.20","$0|$1.20|$12|$.25","$14","$0|$14|$.25|$1.40","$0","$.25|$2|$24|$0","$28","$2|$28|$0|$.25","$24","$2|$.25|$0|$24","$0","$0|$2|$.25|$28","piecerate",40,"Women","Women","Women",2,"No","Women",4,4,6,4,4,4,4,6,"People who are successful in math are very different from ordinary people.|Being a top scholar of math requires a special aptitude that just can’t be taught.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|With the right amount of effort and dedication, anyone can become a top scholar in math.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",4,39,"Black/African-American",NA,"Less than $10,000","Some College",NA,1,"control",1,NA,15,"pr_first",1.5,1,3,4,0,"No",0,4,4.66666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.731,0.973,11.905,3.057,11.748,1.633,20.604,0.949,12.599,5.396,15.687,20.862,14.535,1.542,23.126,4.266,14.977,0.913,12.106,2.88,30.432,2.013,17.235,0.984,"$1.20","$12|$0|$1.20|$.25","$14","$0|$1.40|$.25|$14","$24","$24|$.25|$0|$2",NA,NA,"$0","$2|$.25|$0|$24",NA,NA,"piecerate",50,"Women","Women","Men",6,"No","Women",3,3,1,3,3,3,1,4,"People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|Being a top scholar of math requires a special aptitude that just can’t be taught.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.",7,26,"White/Caucasian",NA,"$40,000 to $50,000","Some College","no",1,"pract",57,59,59,"pr_first",5.9,0,1,1,1,"Yes",59,3,2.5
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.694,2.043,14.028,2.386,17.868,1.948,17.968,2.249,19.333,2.246,21.719,2.396,20.404,2.649,31.676,2.996,20.624,1.857,18.805,5.645,22.659,5.325,24.44,2.433,"$12","$12|$1.20|$0|$.25",NA,NA,"$24","$.25|$0|$24|$2",NA,NA,"$0","$24|$0|$2|$.25",NA,NA,"piecerate",60,"Women","Women","Women",2,"No","Women",5,5,2,2,3,3,2,4,"If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|People who are successful in math are very different from ordinary people.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",6,27,"White/Caucasian",NA,"$20,000 to $30,000","High School Diploma",NA,0,"pract",55,NA,54,"tournament_first",5.4,0,0,0,0,"No",0,5,2.66666666666667
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.819,2.825,20.209,3.96,25.52,3.624,23.041,3.399,28.105,4.213,28.996,6.08,28.533,5.01,30.082,3.125,27.99,3.1,21.103,3.618,19.638,3.555,32.758,4.34,"$12","$1.20|$12|$0|$.25",NA,NA,"$24","$2|$.25|$0|$24",NA,NA,"$0","$0|$2|$24|$.25",NA,NA,"tournament",80,"Men","Women","Men",10,"No","Women",3,3,1,1,2,3,1,6,"People who are successful in math are very different from ordinary people.|Being a top scholar of math requires a special aptitude that just can’t be taught.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|With the right amount of effort and dedication, anyone can become a top scholar in math.",6,37,"White/Caucasian",NA,"$60,000 to $70,000","Graduate Degree","no",0,"pract",57,NA,46,"tournament_first",0,0,0,0,0,"No",0,3,2.33333333333333
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.387,1.777,13.205,2.427,14.31,2.447,18.417,4.917,14.472,5.316,14.308,1.341,16.849,2.743,19.548,1.984,16.595,4.812,14.921,1.687,15.28,3.756,16.715,1.997,"$1.20","$.25|$0|$1.20|$12","$14","$14|$.25|$1.40|$0","$24","$.25|$0|$2|$24",NA,NA,"$0","$2|$.25|$24|$0",NA,NA,"piecerate",60,"Women","Women","Men",6,"No","Women",3,2,5,5,3,2,5,4,"Being a top scholar of math requires a special aptitude that just can’t be taught.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",5,30,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree",NA,0,"pract",56,NA,52,"pr_first",5.2,0,1,1,0,"No",0,2.5,4
"Woman","United States",NA,"American",NA,"48",NA,NA,20.586,7.142,18.358,3.747,20.66,2.27,20.348,2.658,NA,2.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$0|$.25|$1.20|$12",NA,NA,"$24","$0|$24|$.25|$2",NA,NA,"$24","$24|$.25|$2|$0","$0","$.25|$2|$0|$28","piecerate",90,"Women","Women","Women",9,"No","Women",5,4,5,6,2,4,5,6,"With the right amount of effort and dedication, anyone can become a top scholar in math.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|People who are successful in math are very different from ordinary people.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|Being a top scholar of math requires a special aptitude that just can’t be taught.",7,25,"Native American",NA,"$40,000 to $50,000","Bachelor's Degree",NA,1,"control",5,40,42,"tournament_first",4.2,0,1,1,1,"Yes",40,4.5,4.66666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.625,8.529,16.288,13.717,19.541,26.437,27.187,4.348,28.749,7.758,32.247,16.228,36.27,20.788,31.929,10.586,30.745,8.092,24.082,7.567,14.649,13.046,34.336,14.96,"$1.20","$1.20|$0|$12|$.25","$14","$1.40|$.25|$0|$14","$24","$24|$2|$.25|$0",NA,NA,"$0","$0|$24|$.25|$2",NA,NA,"piecerate",50,"Men","Women","Men",5,"No","Women",4,4,4,4,3,2,5,4,"When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.",6,21,"Black/African-American",NA,"$10,000 to $20,000","Some College","no",1,"pract",56,NA,40,"pr_first",4,0,1,1,0,"No",0,4,3.66666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.663,1.761,14.898,1.702,24.428,1.504,25.95,2.119,21.869,1.689,26.232,14.948,30.557,1.62,26.644,1.739,27.182,4.354,15.999,1.738,31.687,1.931,24.77,1.666,"$1.20","$1.20|$.25|$0|$12","$14","$.25|$0|$14|$1.40","$24","$0|$.25|$24|$2",NA,NA,"$0","$0|$24|$2|$.25",NA,NA,"piecerate",30,"Women","Women","Men",0,"No","Women",4,4,3,3,3,4,3,3,"When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|Being a top scholar of math requires a special aptitude that just can’t be taught.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|With the right amount of effort and dedication, anyone can become a top scholar in math.|People who are successful in math are very different from ordinary people.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.",4,54,"White/Caucasian",NA,"$30,000 to $40,000","Some College",NA,1,"pract",57,NA,39,"tournament_first",3.9,0,1,1,0,"No",0,4,3.16666666666667
"Woman","United States",NA,"American",NA,"48",NA,NA,28.784,4.057,28.379,3.609,30.222,1.464,26.34,1.688,NA,1.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$12|$1.20|$.25|$0",NA,NA,"$2","$0|$24|$2|$.25","$28","$28|$0|$2|$.25","$0","$2|$.25|$0|$24",NA,NA,"piecerate",80,"Women","Men","Men",6,"No","Women",3,3,4,3,3,4,3,3,"Being a top scholar of math requires a special aptitude that just can’t be taught.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|With the right amount of effort and dedication, anyone can become a top scholar in math.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|People who are successful in math are very different from ordinary people.",7,36,"East Asian",NA,"Over $200,000","Graduate Degree",NA,1,"control",5,91,54,"pr_first",5.4,0,1,1,2,"Yes",92,3,3.33333333333333
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.009,4.534,27.176,6.611,22.008,7.036,29.527,3.813,23.08,4.083,26.429,5.133,24.008,4.474,39.367,9.657,25.392,3.879,21.805,4.092,23.544,4.966,35.607,4.188,"$12","$0|$.25|$12|$1.20",NA,NA,"$24","$2|$.25|$0|$24",NA,NA,"$24","$2|$.25|$0|$24","$0","$28|$2|$.25|$0","piecerate",70,"Women","Women","Men",7,"No","Men",4,4,5,4,3,4,5,4,"With the right amount of effort and dedication, anyone can become a top scholar in math.|People who are successful in math are very different from ordinary people.|Being a top scholar of math requires a special aptitude that just can’t be taught.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.",6,61,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree",NA,0,"pract",56,31,32,"tournament_first",3.2,0,1,1,1,"Yes",31,4,4.16666666666667
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.971,1.656,18.842,1.334,27.653,1.267,36.194,1.864,44.769,4.62,41.069,1.548,42.28,1.421,53.718,1.544,56.914,11.491,22.374,1.445,37.349,1.402,42.352,1.348,"$12","$12|$.25|$0|$1.20",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$2","$2|$24|$.25|$0","$0","$0|$2|$.25|$28","tournament",10,"Women","Women","Women",9,"No","Women",4,3,5,6,3,4,6,6,"People who are successful in math are very different from ordinary people.|Being a top scholar of math requires a special aptitude that just can’t be taught.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|With the right amount of effort and dedication, anyone can become a top scholar in math.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.",5,31,"Black/African-American",NA,"Less than $10,000","Some College",NA,0,"pract",57,NA,24,"tournament_first",0,0,1,1,0,"No",0,3.5,5
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.223,2.133,11.658,1.335,34.701,9.218,18.71,1.59,18.119,1.356,23.776,2.752,21.377,1.826,24.577,1.658,19.399,2.534,10.64,1.915,14.257,3.553,27.556,1.288,"$1.20","$12|$0|$.25|$1.20","$14","$.25|$0|$1.40|$14","$24","$.25|$24|$0|$2",NA,NA,"$0","$0|$2|$24|$.25",NA,NA,"piecerate",50,"Women","Men","Men",0,"No","Women",2,2,1,4,4,4,4,4,"Being a top scholar of math requires a special aptitude that just can’t be taught.|With the right amount of effort and dedication, anyone can become a top scholar in math.|People who are successful in math are very different from ordinary people.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.",2,31,"Other (please specify)","Mixed","$40,000 to $50,000","Some College","It was unclear why you think that because you personally believe men or women must be better at math I must also believe the same thing. I choose an answer because I had to chose one and not because I agree with either option.",0,"pract",56,36,48,"pr_first",4.8,0,1,1,1,"Yes",37,2,3.5
"Man","United States",NA,"American",NA,"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.585,6.004,21.677,6.178,29.188,7.539,19.883,6.385,27.143,6.816,20.89,7.011,29.989,5.362,31.463,11.147,31.497,6.908,21.625,6.959,33.547,9.215,33.151,6.301,"$12","$0|$.25|$12|$1.20",NA,NA,"$24","$2|$.25|$24|$0",NA,NA,"$0","$0|$24|$.25|$2",NA,NA,"piecerate",20,"Men","Women","Men",3,"No","Men",3,2,7,7,7,6,6,5,"People who are successful in math are very different from ordinary people.|With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.",5,62,"White/Caucasian",NA,"$30,000 to $40,000","Bachelor's Degree",NA,0,"pract",57,NA,33,"tournament_first",3.3,0,0,0,0,"No",0,2.5,6.33333333333333
"Man","United States",NA,"American",NA,"48",NA,NA,28.187,6.358,14.667,3.306,20.573,1.947,18.818,2.837,NA,1.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$12","$12|$1.20|$.25|$0",NA,NA,"$24","$0|$.25|$24|$2",NA,NA,"$0","$.25|$0|$24|$2",NA,NA,"piecerate",60,"Men","Women","Men",10,"No","Women",1,1,1,1,2,2,1,1,"With the right amount of effort and dedication, anyone can become a top scholar in math.|Being a top scholar of math requires a special aptitude that just can’t be taught.|To succeed in math you have to be a special kind of person; not just anyone can be successful in it.|If you want to succeed in math, hard work alone just won’t cut it; you need to have an innate gift or talent.|People who are successful in math are very different from ordinary people.|When it comes to math, the most important factors for success are motivation and sustained effort; raw ability is secondary.",7,60,"White/Caucasian",NA,"$10,000 to $20,000","Bachelor's Degree","no",0,"control",4,NA,26,"tournament_first",2.6,0,0,0,0,"No",0,1,1.33333333333333
